1,智慧,120
2,耶和华,93
3,恶人,88
4,愚昧,64
5,自己,56
6,不可,55
7,聪明,43
8,因为,40
9,不要,40
10,知识,37
11,正直,35
12,生命,35
13,愚妄,31
14,言语,28
15,责备,27
16,好像,26
17,必得,24
18,一切,22
19,心中,21
20,敬畏,20
21,父亲,20
22,憎恶,20
23,穷人,20
24,邻舍,19
25,君王,19
26,公义,19
27,贫穷,19
28,喜爱,18
29,朋友,18
30,妄人,17
31,恨恶,17
32,尊荣,17
33,死亡,17
34,懒惰,17
35,没有,17
36,亵慢,16
37,保守,16
38,远离,16
39,人心,16
40,训诲,15
41,藐视,15
42,惟有,15
43,喜悦,15
44,喜乐,15
45,行事,15
46,网罗,14
47,恐怕,14
48,败坏,14
49,谨守,13
50,眼目,13
51,面前,13
52,知道,13
53,妇人,13
54,穷乏,13
55,儿子,12
56,母亲,12
57,听从,12
58,乖僻,12
59,无知,12
60,愚蒙,12
61,通达,11
62,公平,11
63,明白,11
64,如同,11
65,临到,11
66,淫妇,11
67,以为,11
68,教训,11
69,谎言,11
70,见证,11
71,诡诈,11
72,可以,11
73,心里,11
74,富足,11
75,仆人,11
76,祸患,11
77,阴间,10
78,如此,10
79,诚实,10
80,管教,10
81,强暴,10
82,口中,10
83,跌倒,10
84,衣服,10
85,骄傲,10
86,荣耀,10
87,谋略,9
88,指教,9
89,房屋,9
90,脱离,9
91,乖谬,9
92,奸诈,9
93,财物,9
94,胜过,9
95,留心,9
96,不知,9
97,邪恶,9
98,蒙人,9
99,达人,9
100,争竞,9
101,止息,9
102,离弃,8
103,法则,8
104,城门,8
105,门口,8
106,不肯,8
107,明哲,8
108,行为,8
109,倚靠,8
110,咒诅,8
111,得知,8
112,外人,8
113,泉源,8
114,作保,8
115,弟兄,8
116,免受,8
117,争端,8
118,说谎,8
119,指望,8
120,吐出,8
121,乃是,8
122,箴言,7
123,聪明人,7
124,明人,7
125,果子,7
126,侧耳,7
127,日子,7
128,人为,7
129,所得,7
130,奸恶,7
131,原文,7
132,食物,7
133,片时,7
134,分争,7
135,舌头,7
136,不免,7
137,受罚,7
138,丈夫,7
139,倾倒,7
140,仁慈,7
141,回答,7
142,少年,6
143,愚顽,6
144,所以,6
145,充满,6
146,命令,6
147,神,6
148,不得,6
149,善人,6
150,恶事,6
151,嫉妒,6
152,羞辱,6
153,眼中,6
154,谄媚,6
155,便是,6
156,出来,6
157,在乎,6
158,称赞,6
159,哲人,6
160,拯救,6
161,灭亡,6
162,何况,6
163,不能,6
164,冠冕,6
165,怜悯,6
166,田地,6
167,怒气,6
168,困苦,6
169,狮子,6
170,不好,6
171,怎样,6
172,领受,5
173,少年人,5
174,埋伏,5
175,流人,5
176,眼前,5
177,城门口,5
178,灾难,5
179,存记,5
180,银子,5
181,纯正,5
182,作恶,5
183,弯曲,5
184,在世,5
185,完全,5
186,诫命,5
187,离开,5
188,自以,5
189,谦卑,5
190,遵守,5
191,引导,5
192,脚步,5
193,坏人,5
194,终久,5
195,罪孽,5
196,收割,5
197,缺乏,5
198,图谋,5
199,羞耻,5
200,不在,5
201,能力,5
202,立定,5
203,性命,5
204,无所,5
205,贻羞,5
206,却是,5
207,发怒,5
208,赀财,5
209,罪人,5
210,患难,5
211,好处,5
212,作假,5
213,真言,5
214,殷勤,5
215,上有,5
216,犯罪,5
217,善报,5
218,道路,5
219,甘甜,5
220,快乐,5
221,暴怒,5
222,贿赂,5
223,仇敌,5
224,不善,5
225,宁可,5
226,开口,5
227,争吵,5
228,看见,5
229,律法,5
230,四样,5
231,学问,4
232,智谋,4
233,头上,4
234,贪恋,4
235,之路,4
236,宽阔,4
237,发出,4
238,喜欢,4
239,来到,4
240,不见,4
241,计谋,4
242,得以,4
243,认识,4
244,必保,4
245,行走,4
246,不着,4
247,全人,4
248,地上,4
249,忘记,4
250,必将,4
251,世人,4
252,滋润,4
253,珍珠,4
254,宝贵,4
255,躺卧,4
256,施行,4
257,未曾,4
258,无故,4
259,相争,4
260,承受,4
261,存活,4
262,高举,4
263,良药,4
264,弃绝,4
265,残忍,4
266,街上,4
267,惟独,4
268,知足,4
269,罪恶,4
270,受训,4
271,击掌,4
272,夏天,4
273,粮食,4
274,强盗,4
275,兵器,4
276,妓女,4
277,岂能,4
278,饥饿,4
